N,P,K,temperature,humidity,ph,rainfall,soil_type,previous_crop,season,water_availability,irrigation,region,previous_yield,disease_level,fertilizer_usage,recommended_crop
48,62,58,22.3,64,6.3,619,Red,Cowpea,Rabi,Medium,Rainfed,East India,0.9,Medium,High,Tomato
62,56,53,28.7,68,5.7,1456,Alluvial,Cotton,Kharif,High,Canal,Central India,3.4,High,Medium,Rice
54,79,68,30.7,70,6.9,756,Red,Sesame,Kharif,High,Sprinkler,North-East India,5.5,Medium,Medium,Cotton
29,48,37,21.6,44,7.3,474,Sandy,Maize,Rabi,High,Rainfed,North-East India,5.8,Low,High,Chickpea
73,52,83,24.9,69,6.1,631,Clay,Tomato,Kharif,High,Drip,South India,4.3,Low,Medium,Maize
37,78,52,25.9,51,6.7,666,Sandy,Cotton,Rabi,Medium,Sprinkler,West India,4.7,Low,Low,Chilli
55,78,63,23.6,61,6.8,506,Red,Cotton,Kharif,Medium,Drip,West India,1.2,High,Medium,Chilli
67,48,85,15.5,47,6.9,587,Alluvial,Cowpea,Rabi,High,Drip,East India,2.8,Low,High,Wheat
55,59,40,23.8,57,6.8,439,Clay,Rice,Rabi,Low,Drip,Central India,1.1,Medium,Low,Sunflower
56,67,58,22.5,60,6.6,440,Red,Chickpea,Rabi,Medium,Canal,South India,1.6,Low,Medium,Tomato
22,86,27,30.6,56,7.4,723,Red,Chickpea,Kharif,High,Canal,West India,0.6,High,High,Groundnut
35,36,38,32.3,55,6.7,629,Alluvial,Sorghum,Kharif,Low,Drip,North India,1.2,High,Medium,Cowpea
19,60,39,30.4,61,7.2,479,Loamy,Brinjal,Kharif,Medium,Drip,North India,2.6,Medium,Low,Groundnut
53,46,56,30.3,62,6.4,661,Sandy,Chilli,Rabi,Medium,Canal,West India,1.7,Medium,Low,Sorghum
56,41,57,29.0,65,6.4,489,Clay,Sorghum,Kharif,Medium,Rainfed,North-East India,0.7,High,High,Sesame
47,63,44,29.2,61,6.7,384,Alluvial,Chickpea,Kharif,Low,Canal,East India,3.5,High,Low,Sorghum
35,59,26,28.4,69,6.0,495,Alluvial,Onion,Zaid,Medium,Rainfed,Central India,1.8,High,Low,Cowpea
89,63,53,27.5,65,6.2,1191,Clay,Green Gram,Kharif,High,Canal,North India,4.9,Medium,Low,Rice
50,87,65,27.6,51,6.8,538,Red,Maize,Kharif,High,Sprinkler,East India,3.0,High,High,Chilli
59,47,67,29.2,89,6.9,1164,Sandy,Rice,Rabi,Low,Rainfed,South India,3.6,Medium,Low,Sugarcane
86,40,60,20.7,41,6.6,490,Alluvial,Sesame,Rabi,Medium,Canal,West India,6.9,Medium,Medium,Wheat
23,39,38,20.6,46,7.4,364,Loamy,Sunflower,Rabi,Medium,Drip,East India,1.4,Medium,High,Chickpea
52,59,81,31.6,65,6.5,1076,Loamy,Brinjal,Rabi,High,Rainfed,Central India,3.5,High,Medium,Sugarcane
66,44,50,32.0,47,7.0,429,Loamy,Onion,Rabi,Medium,Canal,South India,5.0,Low,High,Sorghum
18,65,33,28.4,60,6.1,607,Black,Maize,Kharif,Low,Canal,North-East India,4.3,Medium,Medium,Green Gram
63,75,36,23.5,54,6.6,448,Clay,Chilli,Rabi,Low,Rainfed,West India,7.5,Low,Medium,Sunflower
40,56,22,27.9,56,6.0,668,Clay,Brinjal,Zaid,High,Drip,North-East India,3.0,High,Low,Groundnut
55,64,74,23.5,63,6.9,603,Alluvial,Sunflower,Rabi,High,Sprinkler,North-East India,2.3,Medium,Medium,Tomato
41,57,37,30.8,74,6.4,549,Black,Sunflower,Kharif,Medium,Rainfed,North-East India,4.6,Medium,Low,Cowpea
61,58,84,29.9,84,6.4,1130,Loamy,Groundnut,Rabi,Medium,Canal,Central India,7.7,Low,High,Sugarcane
79,49,53,28.3,68,6.1,1489,Sandy,Sesame,Kharif,High,Canal,West India,1.3,Medium,High,Sugarcane
38,47,47,23.8,71,5.7,549,Clay,Maize,Rabi,Low,Drip,Central India,3.3,Medium,Medium,Brinjal
52,53,44,24.2,53,6.9,428,Sandy,Sugarcane,Rabi,Low,Sprinkler,West India,1.5,Medium,High,Sunflower
18,53,29,32.8,69,7.1,510,Clay,Cotton,Zaid,High,Drip,North-East India,4.7,Medium,Low,Cowpea
32,47,34,32.5,77,7.4,429,Loamy,Tomato,Zaid,Medium,Canal,North-East India,3.2,Low,Medium,Black Gram
55,56,54,26.7,79,7.1,835,Sandy,Onion,Rabi,Medium,Rainfed,North India,3.2,Medium,Medium,Maize
59,51,91,29.3,76,7.3,1153,Alluvial,Cowpea,Rabi,Low,Canal,South India,0.8,Medium,High,Sugarcane
39,62,65,25.5,72,5.6,627,Loamy,Sorghum,Rabi,High,Canal,North India,2.9,Medium,Medium,Brinjal
63,66,55,22.6,60,6.7,545,Clay,Black Gram,Rabi,Low,Sprinkler,East India,5.2,Low,Medium,Tomato
28,61,21,29.3,60,6.7,488,Alluvial,Onion,Kharif,High,Drip,East India,5.6,Low,Low,Cowpea
52,80,60,28.9,75,6.4,688,Clay,Onion,Kharif,Low,Rainfed,North-East India,2.4,High,Low,Cotton
42,57,40,30.7,46,7.4,679,Red,Chilli,Rabi,Low,Rainfed,South India,2.2,High,Low,Sorghum
19,91,30,28.2,71,5.8,619,Alluvial,Chickpea,Zaid,Medium,Canal,South India,7.8,Low,Medium,Groundnut
84,40,54,24.6,59,7.4,594,Loamy,Sunflower,Rabi,Medium,Canal,North-East India,3.3,High,High,Maize
90,42,53,30.9,83,7.2,1291,Loamy,Brinjal,Kharif,High,Canal,East India,2.1,Medium,Medium,Sugarcane
74,61,60,21.5,44,7.4,438,Loamy,Cowpea,Rabi,Low,Drip,Central India,4.0,Low,High,Wheat
84,41,67,32.3,88,6.1,987,Black,Chickpea,Kharif,Medium,Rainfed,East India,2.5,Medium,High,Sugarcane
85,60,68,17.7,52,6.2,669,Alluvial,Tomato,Rabi,High,Drip,North India,5.3,Low,High,Wheat
46,41,52,30.1,50,6.5,424,Red,Sunflower,Kharif,Low,Canal,West India,2.2,High,Low,Sorghum
62,90,84,23.7,65,7.0,514,Sandy,Sesame,Rabi,Medium,Rainfed,South India,1.2,Medium,Medium,Chilli
40,44,62,32.6,64,7.6,560,Clay,Cowpea,Rabi,High,Canal,North India,6.8,Low,Medium,Sorghum
88,67,82,29.5,79,7.3,1249,Black,Black Gram,Kharif,High,Canal,North India,5.1,Medium,Medium,Sugarcane
53,52,89,29.5,72,7.2,1472,Clay,Cowpea,Kharif,Medium,Canal,Central India,6.9,Medium,Medium,Sugarcane
54,75,36,27.5,52,7.1,523,Black,Black Gram,Rabi,High,Drip,East India,1.4,High,High,Sunflower
42,80,62,28.2,66,7.5,412,Clay,Rice,Rabi,High,Rainfed,East India,6.1,Low,Low,Sunflower
69,64,77,26.5,56,6.5,750,Black,Black Gram,Kharif,Medium,Rainfed,North India,3.0,High,High,Maize
53,62,79,24.1,79,6.6,610,Clay,Chickpea,Rabi,Low,Drip,North India,1.2,Medium,Medium,Maize
35,55,29,28.3,68,7.1,477,Loamy,Chilli,Kharif,Medium,Rainfed,North-East India,5.4,Low,Medium,Black Gram
61,39,52,27.6,69,7.9,389,Sandy,Chilli,Kharif,Medium,Rainfed,North India,5.1,Low,Low,Sorghum
37,65,92,23.6,64,6.3,592,Clay,Sorghum,Zaid,High,Canal,Central India,2.4,Low,Low,Chilli
67,37,50,31.3,54,7.1,609,Sandy,Rice,Zaid,Medium,Drip,South India,2.4,Medium,Medium,Sesame
87,40,81,16.3,54,6.2,570,Loamy,Sugarcane,Rabi,Medium,Drip,East India,0.8,High,High,Wheat
36,83,42,29.4,50,6.1,629,Alluvial,Green Gram,Zaid,High,Rainfed,Central India,3.5,High,Medium,Groundnut
56,38,70,30.3,60,7.0,1399,Sandy,Brinjal,Rabi,High,Rainfed,North-East India,2.9,High,Medium,Sugarcane
29,40,31,18.6,49,8.1,425,Sandy,Maize,Rabi,Medium,Rainfed,Central India,2.7,High,Low,Chickpea
66,65,76,32.9,73,7.8,570,Sandy,Chilli,Kharif,Medium,Canal,North India,1.3,High,Medium,Cotton
55,66,91,21.4,41,6.4,485,Clay,Maize,Rabi,High,Canal,North India,3.2,Medium,Low,Tomato
67,36,79,31.4,87,6.0,1128,Sandy,Maize,Kharif,High,Canal,West India,3.6,Low,Low,Sugarcane
67,72,47,28.5,62,7.0,498,Clay,Sorghum,Rabi,Medium,Drip,North-East India,5.9,Low,Medium,Sunflower
42,66,64,28.4,48,5.6,426,Black,Green Gram,Rabi,Medium,Rainfed,South India,1.4,High,Medium,Sorghum
63,66,71,21.4,59,7.0,637,Black,Chickpea,Rabi,High,Drip,East India,1.8,High,High,Wheat
43,62,53,32.8,44,6.8,563,Sandy,Chilli,Rabi,Low,Canal,East India,1.8,High,Low,Sorghum
62,47,85,20.8,56,6.2,379,Black,Rice,Rabi,Low,Rainfed,East India,6.3,Low,High,Onion
20,55,24,28.4,62,6.9,566,Black,Sorghum,Zaid,High,Drip,North India,2.4,Medium,High,Black Gram
52,92,53,23.5,58,7.5,367,Red,Rice,Rabi,Medium,Drip,South India,7.1,Low,Medium,Sunflower
31,58,33,27.8,66,7.0,496,Alluvial,Tomato,Zaid,Low,Drip,East India,3.5,High,High,Black Gram
45,86,88,27.6,58,6.1,636,Loamy,Chickpea,Rabi,High,Sprinkler,South India,4.6,Medium,Medium,Chilli
37,41,37,30.5,72,7.2,433,Alluvial,Wheat,Kharif,Medium,Rainfed,West India,7.9,Low,Medium,Cowpea
38,81,64,24.7,67,6.2,466,Red,Chilli,Zaid,High,Rainfed,North India,5.6,Low,High,Sunflower
58,63,50,27.2,45,7.9,469,Alluvial,Black Gram,Rabi,Low,Canal,South India,3.4,Low,Low,Sorghum
81,42,56,29.0,76,5.8,897,Loamy,Sesame,Rabi,Medium,Rainfed,West India,7.3,Low,Medium,Maize
68,74,92,27.2,52,7.1,465,Alluvial,Sorghum,Kharif,Low,Drip,South India,6.3,Low,High,Chilli
45,87,81,24.9,43,6.8,685,Sandy,Black Gram,Kharif,High,Sprinkler,Central India,5.6,Medium,High,Chilli
29,69,33,32.2,59,7.1,637,Sandy,Chilli,Kharif,Low,Rainfed,North India,3.4,Low,Medium,Groundnut
57,60,58,19.0,57,6.5,421,Black,Rice,Rabi,Low,Drip,East India,4.4,Medium,Low,Onion
82,44,91,27.0,77,6.3,892,Loamy,Chilli,Rabi,High,Canal,Central India,3.1,Medium,Low,Maize
82,44,60,29.7,83,6.3,1208,Sandy,Tomato,Kharif,Low,Canal,Central India,3.6,Low,Medium,Rice
35,78,58,27.3,48,7.2,494,Clay,Sorghum,Rabi,Medium,Rainfed,West India,3.9,Low,Medium,Sunflower
19,47,22,30.1,74,6.0,562,Clay,Cotton,Kharif,High,Rainfed,West India,1.1,Low,Medium,Green Gram
49,42,89,17.6,45,6.6,568,Red,Green Gram,Rabi,High,Canal,South India,6.5,Medium,High,Onion
33,38,36,31.7,61,6.5,663,Red,Brinjal,Kharif,High,Rainfed,West India,4.2,Medium,High,Green Gram
44,83,72,23.5,55,6.9,553,Black,Cotton,Rabi,High,Sprinkler,North-East India,1.8,Medium,Low,Tomato
53,66,70,20.0,58,6.9,370,Black,Sunflower,Rabi,Medium,Sprinkler,West India,4.8,Medium,High,Onion
89,39,67,27.2,86,7.3,1141,Loamy,Onion,Kharif,High,Rainfed,East India,6.0,Medium,High,Sugarcane
43,61,61,26.1,66,6.1,513,Alluvial,Sugarcane,Rabi,Medium,Canal,West India,3.0,Medium,Low,Brinjal
49,66,58,24.2,48,7.3,546,Clay,Cowpea,Kharif,Low,Canal,North India,3.3,Low,Medium,Chilli
36,81,24,27.7,61,7.5,634,Red,Chilli,Kharif,High,Canal,North-East India,4.5,High,High,Groundnut
48,74,63,25.1,64,6.3,675,Red,Sugarcane,Rabi,Medium,Drip,North-East India,5.3,Medium,High,Tomato
52,69,54,27.5,62,7.1,496,Black,Wheat,Rabi,Medium,Sprinkler,South India,3.4,Low,Medium,Chilli
87,64,83,28.3,72,6.8,928,Sandy,Sunflower,Kharif,Medium,Canal,East India,3.3,Low,Medium,Sugarcane
19,66,32,32.1,73,6.0,513,Black,Wheat,Kharif,High,Canal,North-East India,5.3,Low,Medium,Green Gram
47,74,60,24.5,65,6.7,557,Sandy,Green Gram,Rabi,Low,Sprinkler,North India,2.3,High,High,Tomato
29,41,36,21.2,39,6.1,443,Black,Onion,Rabi,High,Drip,South India,2.8,High,Medium,Chickpea
46,54,67,24.0,55,6.1,544,Alluvial,Onion,Rabi,High,Sprinkler,North-East India,0.9,High,Medium,Sunflower
40,68,39,30.7,73,6.1,500,Clay,Sunflower,Kharif,Low,Canal,North India,4.6,Medium,Medium,Green Gram
54,73,59,26.2,54,6.9,539,Red,Sunflower,Rabi,Medium,Rainfed,West India,3.0,High,High,Tomato
64,45,68,30.7,49,7.4,406,Black,Sunflower,Kharif,Low,Canal,West India,3.3,High,Medium,Sorghum
68,56,69,18.8,46,6.9,468,Alluvial,Chilli,Rabi,Low,Sprinkler,North-East India,2.7,Medium,Low,Wheat
47,54,47,26.5,62,6.2,465,Sandy,Chilli,Zaid,High,Rainfed,North-East India,7.4,Low,Medium,Sunflower
30,61,41,27.5,50,6.7,411,Sandy,Brinjal,Zaid,Medium,Canal,North-East India,1.4,High,High,Green Gram
58,63,60,21.3,44,6.3,507,Alluvial,Sugarcane,Rabi,High,Drip,East India,6.1,Medium,High,Onion
68,55,68,28.9,49,7.0,310,Loamy,Cowpea,Kharif,Medium,Rainfed,East India,4.3,Medium,Low,Sorghum
28,88,23,31.8,75,6.1,596,Clay,Chickpea,Zaid,Medium,Rainfed,East India,1.5,Medium,Medium,Groundnut
79,63,42,29.0,82,6.1,1228,Alluvial,Sunflower,Kharif,Medium,Rainfed,Central India,2.0,High,Medium,Rice
82,37,47,29.0,89,6.5,1169,Alluvial,Cowpea,Kharif,Low,Canal,Central India,5.1,Medium,Medium,Rice
41,69,28,28.2,51,6.1,584,Sandy,Sugarcane,Kharif,Low,Canal,East India,3.5,Medium,Medium,Groundnut
36,73,55,23.6,44,6.1,561,Alluvial,Green Gram,Rabi,Low,Drip,North India,4.9,Medium,Medium,Chilli
86,60,63,29.8,66,5.7,792,Red,Sugarcane,Kharif,Medium,Drip,Central India,1.0,High,Medium,Maize
63,36,69,24.0,53,6.6,891,Clay,Chilli,Rabi,Medium,Rainfed,North India,2.9,Medium,High,Maize
25,59,41,19.5,31,6.4,531,Red,Brinjal,Rabi,Medium,Rainfed,Central India,5.4,Low,High,Chickpea
25,56,41,27.4,61,6.7,413,Sandy,Sunflower,Zaid,Low,Canal,East India,4.2,Medium,Medium,Black Gram
39,65,40,21.7,45,6.9,308,Loamy,Brinjal,Rabi,Low,Rainfed,West India,6.3,Low,Medium,Chickpea
41,51,51,24.5,57,6.4,762,Sandy,Maize,Rabi,High,Drip,Central India,4.6,Medium,High,Brinjal
50,83,63,26.5,64,7.2,354,Alluvial,Maize,Rabi,Low,Sprinkler,Central India,1.6,Low,Medium,Sunflower
44,55,56,28.8,41,6.3,416,Loamy,Chickpea,Kharif,Low,Sprinkler,South India,6.0,Medium,Medium,Chilli
79,53,78,27.8,67,6.9,1252,Loamy,Wheat,Kharif,Low,Rainfed,North-East India,1.3,Medium,Low,Sugarcane
60,79,87,26.2,42,6.9,525,Black,Chickpea,Zaid,Low,Drip,South India,2.7,Medium,Medium,Chilli
47,53,52,27.2,62,6.5,637,Sandy,Chickpea,Zaid,Medium,Drip,Central India,1.8,Low,Medium,Brinjal
40,54,51,23.0,52,7.3,521,Red,Brinjal,Rabi,Medium,Drip,East India,1.4,Low,Medium,Sunflower
78,58,56,17.9,59,6.0,649,Red,Sunflower,Rabi,Medium,Canal,West India,5.0,Medium,Low,Wheat
41,58,62,28.2,69,6.0,551,Alluvial,Onion,Kharif,High,Drip,Central India,1.1,Medium,High,Sesame
66,69,49,25.0,56,6.1,561,Black,Black Gram,Zaid,Medium,Sprinkler,South India,1.2,Low,Medium,Sunflower
56,50,56,26.5,67,6.9,881,Clay,Black Gram,Kharif,High,Canal,West India,1.8,High,Medium,Maize
80,60,53,28.4,87,6.1,1469,Alluvial,Chickpea,Kharif,High,Canal,South India,4.4,High,Medium,Sugarcane
38,85,56,27.2,42,7.4,672,Clay,Green Gram,Rabi,High,Rainfed,South India,4.1,Medium,Low,Chilli
80,66,86,27.0,67,7.2,818,Alluvial,Tomato,Rabi,Medium,Sprinkler,South India,4.2,Medium,Medium,Maize
59,85,53,26.8,49,6.9,681,Clay,Groundnut,Rabi,Medium,Sprinkler,Central India,1.0,Medium,Low,Tomato
62,49,44,26.4,62,6.0,702,Loamy,Cotton,Zaid,High,Drip,Central India,2.9,Low,Medium,Brinjal
81,46,66,31.2,77,6.9,1476,Sandy,Chilli,Kharif,High,Rainfed,West India,2.7,Medium,Low,Sugarcane
58,39,88,28.7,74,6.7,1444,Alluvial,Chilli,Rabi,High,Canal,North India,3.6,Medium,Medium,Sugarcane
82,39,70,15.9,45,6.5,581,Loamy,Onion,Rabi,High,Sprinkler,North India,1.1,High,High,Wheat
23,48,35,29.4,47,7.1,634,Sandy,Brinjal,Kharif,Medium,Drip,East India,1.5,Medium,Medium,Green Gram
35,57,89,23.3,50,6.7,657,Clay,Sugarcane,Rabi,High,Canal,West India,4.5,Medium,Medium,Tomato
56,84,59,23.5,59,6.9,513,Alluvial,Maize,Kharif,Low,Drip,North India,4.4,Medium,High,Chilli
44,72,59,21.0,43,7.0,592,Sandy,Wheat,Rabi,Low,Sprinkler,East India,3.2,High,High,Tomato
42,68,47,23.1,62,6.8,366,Loamy,Rice,Zaid,Low,Sprinkler,South India,4.5,Low,High,Sunflower
33,70,21,28.1,52,7.0,692,Red,Chickpea,Zaid,Medium,Drip,West India,6.4,Low,Medium,Groundnut
64,78,71,22.3,52,6.4,415,Loamy,Chickpea,Rabi,Low,Sprinkler,Central India,5.4,Medium,Low,Tomato
46,85,76,24.3,49,6.9,630,Sandy,Sunflower,Zaid,High,Drip,North-East India,6.1,Medium,Medium,Chilli
58,73,56,27.9,63,7.0,557,Clay,Black Gram,Zaid,High,Sprinkler,North-East India,3.2,Medium,High,Sunflower
45,62,65,32.5,63,7.1,607,Clay,Brinjal,Kharif,Low,Rainfed,South India,7.9,Low,Medium,Sesame
68,74,62,30.3,56,7.0,576,Loamy,Brinjal,Kharif,Medium,Sprinkler,East India,5.5,Low,High,Cotton
35,70,64,28.6,41,7.3,655,Black,Cotton,Kharif,High,Drip,North India,0.9,Medium,Low,Chilli
62,53,46,27.8,68,6.6,524,Loamy,Sorghum,Rabi,Low,Rainfed,West India,3.3,Low,High,Brinjal
49,87,62,28.4,49,7.4,499,Alluvial,Chickpea,Rabi,Low,Rainfed,East India,5.8,Low,High,Sunflower
39,58,86,25.8,41,6.9,462,Clay,Wheat,Rabi,Medium,Sprinkler,East India,4.5,Low,High,Chilli
81,44,43,29.5,62,5.6,1359,Sandy,Cotton,Kharif,Medium,Rainfed,South India,6.0,Medium,Low,Rice
32,42,36,30.1,46,5.8,541,Clay,Cotton,Kharif,Medium,Rainfed,North-East India,3.6,Low,Low,Cowpea
44,50,90,19.0,54,6.1,400,Red,Sugarcane,Rabi,Low,Drip,West India,2.8,Medium,Medium,Onion
52,75,91,23.4,54,6.9,410,Loamy,Cowpea,Rabi,Low,Drip,Central India,1.1,High,Medium,Tomato
91,58,73,31.8,88,6.9,958,Clay,Groundnut,Rabi,Low,Canal,South India,3.9,High,Low,Sugarcane
38,72,37,28.2,58,6.9,382,Loamy,Chickpea,Rabi,Medium,Sprinkler,Central India,1.0,Medium,Low,Sunflower
53,58,85,24.8,55,6.3,652,Clay,Cotton,Rabi,Medium,Rainfed,North-East India,5.1,Low,High,Maize
63,63,62,29.7,59,6.9,778,Alluvial,Cowpea,Kharif,High,Canal,North India,2.5,High,Low,Maize
25,58,25,31.6,65,6.2,489,Sandy,Tomato,Kharif,Low,Canal,East India,3.3,High,Medium,Green Gram
29,53,41,27.7,55,7.1,394,Clay,Groundnut,Kharif,Low,Rainfed,West India,2.6,High,Low,Green Gram
57,65,89,27.6,78,7.4,1114,Sandy,Sesame,Kharif,Low,Canal,West India,3.8,Medium,High,Sugarcane
34,58,31,31.0,65,6.0,668,Black,Cotton,Kharif,High,Canal,South India,1.0,High,Low,Black Gram
75,70,67,27.6,74,6.3,796,Black,Maize,Kharif,Medium,Rainfed,East India,3.4,Medium,Medium,Cotton
38,36,22,22.1,40,6.7,578,Red,Rice,Rabi,Low,Drip,North India,1.6,Medium,Low,Chickpea
34,67,28,24.3,38,6.3,308,Black,Sorghum,Rabi,Low,Rainfed,West India,1.5,Low,Medium,Chickpea
37,60,40,29.3,45,6.1,416,Sandy,Tomato,Kharif,Medium,Rainfed,North India,5.5,Medium,Medium,Cowpea
82,38,86,15.8,46,7.5,521,Clay,Green Gram,Rabi,Low,Sprinkler,West India,2.5,High,Low,Wheat
37,83,63,21.1,64,6.1,661,Alluvial,Black Gram,Rabi,Medium,Canal,South India,3.5,High,High,Tomato
24,53,36,29.3,77,6.6,440,Sandy,Onion,Zaid,Low,Drip,Central India,3.0,Low,Low,Black Gram
74,56,78,27.3,72,6.2,626,Black,Groundnut,Rabi,Medium,Canal,North-East India,1.8,Medium,Medium,Maize
35,59,51,24.6,62,6.3,537,Sandy,Brinjal,Rabi,High,Rainfed,West India,0.9,High,Low,Sunflower
21,51,34,27.4,58,6.7,502,Red,Sugarcane,Kharif,Low,Rainfed,East India,3.7,Low,High,Cowpea
38,66,19,33.0,55,6.7,627,Loamy,Groundnut,Kharif,Medium,Drip,North-East India,1.5,Low,Low,Green Gram
84,55,48,27.5,73,6.6,1444,Loamy,Sugarcane,Kharif,High,Canal,Central India,4.4,Low,High,Rice
36,63,22,32.3,59,6.2,508,Clay,Onion,Zaid,Low,Drip,South India,3.0,Medium,Medium,Cowpea
24,36,20,30.7,68,6.9,614,Sandy,Chilli,Kharif,Medium,Canal,North-East India,1.9,Low,High,Black Gram
38,50,23,22.8,52,7.8,383,Sandy,Chilli,Rabi,Medium,Drip,North India,5.7,Low,High,Chickpea
36,56,59,24.8,52,6.6,462,Alluvial,Cotton,Rabi,High,Rainfed,Central India,6.2,Low,Low,Sunflower
38,58,42,19.3,46,6.9,402,Clay,Maize,Rabi,Medium,Drip,East India,5.4,Low,Low,Chickpea
37,61,54,28.9,56,6.6,398,Alluvial,Rice,Rabi,Low,Drip,West India,3.3,Medium,Medium,Sunflower
89,67,60,27.7,53,6.9,867,Alluvial,Green Gram,Rabi,Medium,Sprinkler,West India,2.0,High,High,Maize
63,47,90,20.7,49,6.5,552,Alluvial,Green Gram,Rabi,High,Sprinkler,West India,2.0,High,Medium,Onion
39,65,62,23.1,63,5.6,771,Black,Maize,Rabi,High,Drip,South India,1.7,Medium,High,Brinjal
56,53,55,23.5,54,6.2,773,Loamy,Cowpea,Rabi,High,Canal,North-East India,1.8,Low,Low,Brinjal
50,56,64,29.9,55,6.7,431,Clay,Chilli,Zaid,Low,Drip,North-East India,3.8,Low,Medium,Sesame
33,55,34,32.4,49,6.4,506,Red,Maize,Kharif,Medium,Rainfed,West India,3.9,Low,Low,Green Gram
33,37,38,19.9,46,6.3,372,Alluvial,Cotton,Rabi,Medium,Drip,North India,5.2,Low,High,Chickpea
55,51,59,28.2,54,6.2,575,Loamy,Cowpea,Rabi,Low,Sprinkler,Central India,1.4,Low,Medium,Brinjal
56,41,58,27.6,65,7.0,1254,Loamy,Green Gram,Rabi,High,Rainfed,North India,5.0,High,High,Sugarcane
62,35,80,26.3,73,7.2,576,Sandy,Chilli,Rabi,Low,Drip,North-East India,4.7,Medium,High,Maize
38,50,44,23.4,72,6.7,650,Black,Sunflower,Zaid,Low,Drip,Central India,5.8,Low,Medium,Brinjal
20,38,31,19.2,52,7.4,435,Red,Sunflower,Rabi,Low,Drip,Central India,6.8,Low,High,Chickpea
19,39,29,30.6,70,5.6,432,Clay,Sugarcane,Kharif,Low,Rainfed,North-East India,4.8,Low,High,Cowpea
41,64,21,29.7,52,7.4,532,Loamy,Cotton,Kharif,Medium,Drip,South India,1.3,High,High,Black Gram
29,39,30,27.2,73,6.5,701,Red,Cotton,Kharif,High,Canal,East India,4.1,Medium,Low,Black Gram
60,62,56,32.7,53,6.7,653,Sandy,Groundnut,Kharif,High,Rainfed,North-East India,3.7,Low,Medium,Sorghum
56,43,85,29.8,58,7.0,535,Alluvial,Brinjal,Rabi,Low,Rainfed,West India,4.2,Low,High,Maize
56,54,38,31.0,61,6.0,630,Sandy,Tomato,Kharif,Medium,Drip,South India,5.4,Medium,Low,Sesame
61,46,66,26.5,57,6.6,537,Red,Sesame,Rabi,Low,Sprinkler,Central India,7.7,Low,Low,Maize
71,55,72,27.7,51,7.0,717,Black,Groundnut,Kharif,High,Drip,South India,7.1,Low,High,Maize
36,59,46,28.0,54,7.0,591,Clay,Chickpea,Rabi,High,Drip,North-East India,1.5,High,High,Sunflower
62,36,53,31.9,67,7.1,651,Loamy,Sugarcane,Kharif,Medium,Canal,West India,2.6,Low,Medium,Sorghum
20,57,26,29.3,69,6.3,572,Sandy,Sunflower,Kharif,High,Drip,West India,4.0,High,Low,Cowpea
67,77,51,25.0,52,6.6,481,Sandy,Tomato,Rabi,High,Rainfed,East India,1.9,High,Low,Sunflower
32,38,23,32.8,54,6.6,714,Red,Sesame,Zaid,High,Canal,North India,6.4,Medium,Medium,Black Gram
56,54,59,25.5,61,7.3,364,Red,Black Gram,Rabi,Low,Sprinkler,Central India,1.2,High,Low,Sunflower
50,57,70,25.2,51,6.4,684,Alluvial,Sugarcane,Rabi,High,Drip,Central India,5.3,Medium,High,Chilli
39,60,41,29.0,59,7.2,501,Red,Groundnut,Rabi,Low,Rainfed,East India,2.9,Medium,Medium,Sorghum
48,55,58,25.0,59,5.6,634,Black,Sunflower,Rabi,High,Canal,South India,3.3,High,Medium,Brinjal
54,85,57,24.9,50,6.6,535,Alluvial,Sunflower,Rabi,High,Rainfed,North-East India,1.8,High,Medium,Tomato
41,70,36,27.9,48,6.3,558,Red,Brinjal,Kharif,Low,Canal,East India,1.4,Medium,Low,Groundnut
32,52,40,28.5,63,6.9,617,Red,Sugarcane,Kharif,Low,Canal,North India,5.7,Low,Low,Black Gram
29,65,24,29.4,48,5.6,609,Clay,Sesame,Zaid,Low,Drip,West India,0.6,High,High,Cowpea
32,75,35,27.3,71,5.5,726,Red,Green Gram,Kharif,High,Canal,North-East India,2.3,Medium,Medium,Groundnut
25,49,29,20.7,36,7.9,565,Sandy,Chilli,Rabi,Low,Drip,North India,1.9,High,Medium,Chickpea
74,60,54,27.9,77,6.4,1481,Alluvial,Maize,Kharif,Medium,Rainfed,West India,2.9,High,Medium,Sugarcane
41,77,69,23.3,50,6.8,655,Red,Cowpea,Rabi,High,Rainfed,West India,5.5,Medium,Low,Tomato
72,60,64,32.1,76,7.0,1081,Black,Sunflower,Rabi,Low,Canal,East India,5.6,Medium,Medium,Sugarcane
74,72,78,32.7,74,7.9,562,Loamy,Tomato,Kharif,Medium,Drip,Central India,3.3,Medium,Low,Cotton
30,65,30,32.9,61,7.1,508,Clay,Cotton,Kharif,Medium,Rainfed,West India,2.9,Low,High,Cowpea
71,42,68,32.7,74,6.3,1264,Clay,Black Gram,Kharif,Low,Rainfed,South India,5.7,Medium,High,Sugarcane
78,47,82,30.9,74,7.4,1399,Red,Brinjal,Rabi,High,Canal,Central India,6.8,Low,Medium,Sugarcane
61,63,57,31.3,72,6.5,908,Red,Maize,Kharif,Low,Canal,South India,4.0,Medium,Medium,Sugarcane
64,45,38,25.8,54,5.7,500,Red,Chickpea,Zaid,Low,Rainfed,South India,3.7,High,High,Brinjal
